rooms,Elitka,area,heating,floor,price
2,0,31,1,8,30500
3,0,47,1,9,30500
1,0,45,1,7,30500
1,0,33,1,7,30500
3,1,56,1,2,30900
4,0,78,0,2,30900
1,1,34,1,7,31000
1,1,40,1,9,31000
1,1,32,1,11,31000
1,1,45,1,8,31000
1,1,41,1,7,31000
2,0,56,1,2,31000
2,0,32,1,9,31000
2,0,42,1,4,31000
1,1,32,1,7,31000
2,0,50,1,8,31000
1,1,34,1,9,31000
2,0,45,1,7,31000
1,0,39,1,8,31000
2,0,54,1,1,31000
1,1,40,1,9,31000
1,0,42,1,6,31000
2,0,53,1,1,31000
2,0,47,1,9,31000
2,0,54,1,2,31000
1,1,32,1,4,31000
1,1,39,1,6,31000
1,1,33,1,5,31000
2,0,50,1,8,31000
1,1,37,1,4,31000
1,1,30,1,5,31000
1,1,33,1,3,31000
1,1,30,1,8,31000
2,0,34,1,5,31000
1,1,36,1,5,31000
1,1,32,1,8,31000
1,1,32,1,8,31000
1,1,32,1,3,31000
2,1,42,1,6,31000
2,1,64,1,1,31000
1,1,45,1,4,31000
1,0,31,1,7,31000
1,1,32,1,4,31000
2,0,52,1,2,31000
2,0,44,1,4,31000
2,0,42,1,9,31000
2,0,45,1,7,31000
2,0,32,1,8,31000
2,0,32,1,7,31000
2,0,43,1,8,31000
2,0,32,1,3,31000
1,1,33,1,8,31000
1,1,32,1,8,31000
1,1,32,1,4,31000
1,1,32,1,4,31000
1,1,32,1,9,31000
1,1,32,1,4,31000
1,1,33,1,5,31000
1,1,34,1,9,31000
1,1,43,1,9,31000
1,1,34,1,5,31000
1,1,34,1,3,31000
1,1,34,1,5,31000
1,1,47,1,7,31000
1,1,45,1,6,31000
1,1,42,1,7,31000
2,1,60,1,2,31000
2,1,50,1,4,31000
2,1,48,1,9,31000
2,1,42,1,5,31000
2,0,43,1,3,31000
2,0,56,1,2,31000
2,0,52,1,2,31000
3,0,60,1,1,31000
1,1,32,1,9,31000
2,0,54,1,1,31000
3,0,64,1,1,31000
2,0,50,1,7,31000
1,0,43,1,3,31000
1,0,32,1,3,31500
2,0,45,1,8,31500
1,0,32,1,5,31500
2,0,44,1,7,31500
1,1,34,1,8,31500
1,1,32,1,8,31500
2,0,53,1,1,31500
3,0,64,1,2,31500
2,0,45,1,8,31500
1,1,34,1,7,31500
2,1,48,1,4,31500
1,1,32,1,5,31500
2,1,32,1,9,31500
1,1,33,1,5,31500
1,1,33,1,8,31500
2,0,42,1,7,31500
2,0,50,1,3,31500
2,0,50,1,9,31500
1,1,32,1,3,31500
1,1,34,1,9,31500
2,1,47,1,9,31500
2,1,55,1,1,31500
2,1,42,1,6,31500
2,0,43,1,7,31500
2,1,56,1,2,31500
2,1,48,1,9,31500
2,1,58,1,2,31500
2,1,58,1,2,31500
2,0,32,1,9,31500
2,1,42,1,7,31500
2,1,42,1,3,31500
3,0,64,1,2,31500
3,0,56,1,2,31500
1,1,45,1,4,31500
2,1,42,1,4,31500
1,0,33,1,6,31500
2,1,60,1,1,31500
1,0,42,1,5,31500
2,0,58,1,1,31516
1,0,28,1,3,31700
1,0,28,1,3,31700
1,0,28,1,6,31700
1,0,40,1,6,31700
1,0,39,1,6,31700
2,0,43,1,5,31700
2,0,50,1,5,31700
2,1,53,1,2,31734
2,1,53,1,2,31800
1,1,33,1,7,31800
1,1,36,1,6,31900
1,1,45,1,8,32000
1,1,32,1,4,32000
1,1,46,1,3,32000
1,1,35,1,10,32000
1,1,45,1,7,32000
2,1,58,1,2,32000
1,0,34,1,4,32000
3,0,62,1,2,32000
2,0,44,1,4,32000
3,0,59,1,2,32000
1,1,39,1,8,32000
1,0,32,1,4,32000
1,1,33,1,5,32000
1,1,32,1,4,32000
1,1,33,1,3,32000
1,0,32,1,9,32000
2,0,47,1,5,32000
1,0,32,1,3,32000
1,0,42,1,3,32000
1,1,43,1,5,32000
3,0,67,1,1,32000
2,0,54,1,2,32000
2,0,43,1,3,32000
3,0,58,1,2,32000
1,1,47,1,4,32000
1,1,45,1,5,32000
1,1,36,1,9,32000
1,1,40,1,5,32000
1,1,32,1,9,32000
1,1,34,1,4,32000
1,1,35,1,6,32000
1,1,30,1,6,32000
1,1,32,1,6,32000
1,1,44,1,5,32000
1,1,48,1,7,32000
1,1,30,1,5,32000
1,1,32,1,7,32000
1,0,32,1,8,32000
1,1,32,1,7,32000
1,1,34,1,7,32000
1,1,36,1,7,32000
1,1,32,1,3,32000
1,1,35,1,6,32000
1,1,34,1,7,32000
1,0,45,1,7,32000
1,0,34,1,8,32000
1,0,39,1,7,32000
1,0,44,1,3,32000
2,0,52,1,7,32000
2,0,42,1,3,32000
2,0,42,1,5,32000
2,0,43,1,4,32000
2,0,44,1,5,32000
2,0,52,1,3,32000
2,0,52,1,4,32000
2,0,43,1,4,32000
2,0,42,1,5,32000
2,0,50,1,3,32000
2,0,55,1,1,32000
4,0,75,0,1,32000
3,0,69,1,1,32000
4,0,100,0,1,32000
1,0,44,1,7,32000
1,0,40,1,4,32000
3,1,64,1,2,32000
2,0,53,1,5,32000
2,0,52,1,4,32000
2,1,70,1,1,32000
2,0,51,1,9,32000
2,0,48,1,3,32000
2,0,42,1,8,32000
1,1,45,1,9,32127
1,1,45,1,7,32160
1,1,45,1,8,32200
1,1,46,1,5,32200
1,1,48,1,8,32200
2,1,53,1,6,32200
2,0,32,1,4,32200
1,1,42,1,3,32200
2,0,51,1,6,32300
2,0,42,1,8,32300
2,0,42,1,9,32400
1,1,42,1,7,32500
1,1,35,1,6,32500
2,0,45,1,9,32500
2,0,45,1,6,32500
2,0,36,1,7,32500
2,0,32,1,9,32500
2,0,34,1,3,32500
2,0,45,1,9,32500
1,0,48,1,4,32500
2,0,55,1,1,32500
1,1,30,1,4,32500
1,1,34,1,7,32500
1,1,32,1,5,32500
1,1,32,1,7,32500
1,1,32,1,8,32500
1,1,35,1,7,32500
1,1,32,1,5,32500
1,1,32,1,8,32500
1,1,41,1,4,32500
1,1,41,1,9,32500
2,0,45,1,5,32500
2,0,39,1,6,32500
1,1,32,1,7,32500
1,1,30,1,9,32500
1,1,30,1,6,32500
2,0,45,1,5,32500
1,1,34,1,7,32500
1,1,36,1,8,32500
3,0,78,0,1,32500
1,1,41,1,5,32500
1,1,42,1,9,32500
3,0,60,1,1,32500
3,1,58,1,2,32500
3,1,62,1,2,32500
2,1,48,1,8,32500
2,1,45,1,4,32500
2,1,45,1,6,32500
2,1,43,1,6,32500
2,0,35,1,6,32500
3,0,52,1,3,32500
1,1,34,1,8,32500
2,0,52,1,6,32500
1,1,38,1,7,32500
2,0,34,1,8,32500
1,1,30,1,5,32500
1,1,30,1,3,32500
2,1,32,1,8,32500
1,1,48,1,9,32500
1,1,35,1,7,33000
2,1,50,1,8,33000
2,0,42,1,7,33000
4,1,81,0,2,33000
2,0,36,1,5,33000
2,0,42,1,4,33000
1,0,43,1,3,33000
2,0,45,1,8,33000
2,0,35,1,6,33000
2,0,48,1,4,33000
3,1,62,1,2,33000
1,1,42,1,5,33000
2,0,48,1,4,33000
1,1,42,1,5,33000
1,1,44,1,7,33000
1,1,46,1,5,33000
2,1,45,1,6,33000
1,1,35,1,5,33000
3,0,63,1,1,33000
1,0,30,1,8,33000
2,0,34,1,3,33000
2,0,42,1,6,33000
2,0,43,1,8,33000
2,0,47,1,5,33000
1,1,34,1,5,33000
1,1,29,1,5,33000
1,1,43,1,9,33000
2,0,30,1,3,33000
2,0,52,1,7,33000
2,0,34,1,5,33000
2,0,40,1,7,33000
2,0,34,1,9,33000
2,0,45,1,7,33000
2,0,47,1,6,33000
2,1,45,1,4,33000
2,1,48,1,9,33000
2,0,45,1,3,33000
2,0,37,1,9,33000
2,0,42,1,4,33000
2,0,32,1,5,33000
2,0,36,1,6,33000
1,1,45,1,3,33000
1,1,45,1,4,33000
2,1,45,1,4,33000
2,1,43,1,5,33000
2,0,42,1,9,33000
2,0,40,1,5,33000
2,0,43,1,9,33000
2,0,44,1,5,33000
3,0,47,1,8,33000
3,0,56,1,1,33000
1,1,33,1,7,33000
2,1,43,1,9,33000
2,0,42,1,5,33000
2,0,50,1,3,33000
2,0,33,1,8,33000
3,0,64,1,1,33000
1,0,42,1,4,33000
3,0,67,1,2,33000
3,0,58,1,2,33000
1,1,30,1,3,33000
1,0,33,1,3,33000
2,0,34,1,8,33000
2,0,36,1,8,33000
2,1,45,1,6,33000
2,0,47,1,6,33000
2,0,45,1,8,33175
2,0,45,1,8,33200
2,0,45,1,7,33200
2,0,53,1,7,33200
2,1,73,1,1,33200
3,0,73,1,2,33200
3,0,73,1,2,33200
1,0,35,1,4,33200
2,0,47,1,4,33200
1,1,35,1,5,33200
1,1,36,1,4,33220
1,1,30,1,7,33273
1,1,33,1,7,33500
1,1,45,1,4,33500
1,1,32,1,4,33500
3,0,70,1,2,33500
2,0,36,1,5,33500
2,0,44,1,8,33500
2,0,44,1,9,33500
2,0,36,1,3,33500
1,1,39,1,6,33500
1,1,32,1,7,33500
1,1,32,1,4,33500
1,1,37,1,3,33500
2,1,44,1,5,33500
1,1,42,1,4,33500
1,1,49,1,3,33500
1,1,43,1,7,33500
1,1,45,1,7,33500
1,1,34,1,7,33500
1,1,38,1,7,33500
1,1,35,1,5,33500
1,1,30,1,8,33500
1,1,42,1,5,33500
1,1,34,1,5,33500
1,1,46,1,9,33500
1,1,46,1,7,33500
1,1,50,1,9,33500
2,0,54,1,6,33500
2,0,43,1,6,33500
1,1,44,1,4,33500
1,1,45,1,6,33500
1,1,45,1,6,33500
1,1,42,1,4,33500
1,1,30,1,6,33500
1,1,32,1,5,33500
2,0,56,1,1,33500
2,0,45,1,4,33500
2,0,59,1,1,33500
2,0,42,1,5,33500
2,0,45,1,3,33500
2,0,34,1,6,33500
2,0,36,1,3,33500
2,0,41,1,6,33500
2,0,58,1,1,33500
3,0,62,1,1,33500
2,0,44,1,8,33500
2,0,41,1,6,33500
3,0,70,1,2,33500
1,0,35,1,8,33500
2,0,40,1,4,33500
1,0,34,1,6,33500
2,0,59,1,2,33500
1,1,30,1,8,33500
2,0,30,1,9,33500
1,1,32,1,4,33500
2,0,32,1,8,33500
1,1,36,1,5,33650
2,0,44,1,6,33700
1,1,34,1,8,33700
2,0,40,1,3,33700
2,0,40,1,4,33700
2,0,33,1,5,33700
1,1,30,1,3,33700
1,0,41,1,7,34000
2,0,58,1,1,34000
2,0,50,1,9,34000
2,1,43,1,7,34000
2,1,36,1,6,34000
2,1,49,1,7,34000
2,1,36,1,3,34000
2,1,40,1,6,34000
2,1,40,1,7,34000
2,1,43,1,4,34000
2,1,41,1,3,34000
3,1,62,1,1,34000
3,1,65,1,1,34000
3,0,45,1,3,34000
3,0,46,1,4,34000
3,0,50,1,4,34000
3,0,49,1,5,34000
1,0,32,1,6,34000
1,1,32,1,6,34000
1,1,34,1,6,34000
3,0,46,1,5,34000
3,0,50,1,4,34000
2,0,32,1,6,34000
2,0,47,1,9,34000
2,0,42,1,4,34000
2,0,34,1,8,34000
2,0,34,1,4,34000
2,0,34,1,4,34000
1,1,34,1,8,34000
2,0,36,1,3,34000
2,0,54,1,9,34000
1,0,32,1,7,34000
2,0,36,1,5,34000
1,0,34,1,6,34000
2,0,42,1,8,34000
2,0,56,1,4,34000
2,0,44,1,5,34000
3,0,60,1,1,34000
3,0,48,1,7,34000
3,0,57,1,2,34000
3,0,42,1,5,34000
3,0,41,1,3,34000
3,0,46,1,4,34000
2,0,42,1,7,34000
2,0,45,1,9,34000
2,0,41,1,7,34000
2,0,44,1,8,34000
2,0,46,1,9,34000
2,0,50,1,7,34000
2,0,54,1,6,34000
3,0,60,1,2,34000
1,0,35,1,9,34000
2,0,40,1,3,34000
2,1,43,1,5,34000
1,1,35,1,4,34000
2,0,43,1,7,34000
1,0,34,1,9,34000
1,1,44,1,8,34000
3,0,80,0,2,34000
3,0,78,0,2,34000
3,1,66,1,1,34000
1,0,38,1,7,34000
1,0,34,1,6,34000
2,0,45,1,5,34000
2,1,43,1,6,34000
2,1,38,1,8,34000
2,1,43,1,3,34068
2,1,40,1,4,34200
2,1,44,1,6,34200
2,1,49,1,7,34200
2,1,44,1,6,34200
3,0,63,1,2,34200
2,1,44,1,5,34200
2,0,40,1,9,34200
2,0,43,1,6,34200
3,1,67,1,2,34300
3,0,62,1,1,34300
2,1,44,1,11,34500
2,0,38,1,7,34500
2,1,42,1,11,34500
2,0,44,1,4,34500
2,0,35,1,8,34500
2,0,36,1,6,34500
2,0,39,1,7,34500
2,0,35,1,9,34500
2,0,54,1,6,34500
3,0,59,1,1,34500
2,0,50,1,4,34500
2,0,42,1,9,34500
1,1,30,1,7,34500
1,1,34,1,4,34500
2,1,47,1,8,34500
1,1,43,1,7,34500
2,1,62,1,2,34500
3,1,63,1,1,34500
3,1,68,1,2,34500
3,1,44,1,9,34500
2,1,34,1,9,34500
2,1,45,1,3,34500
1,1,31,1,5,34500
2,1,45,1,5,34500
2,1,55,1,8,34500
2,0,45,1,7,34500
2,1,36,1,3,34500
2,0,39,1,4,34500
2,0,40,1,4,34500
2,0,50,1,3,34500
2,0,49,1,3,34500
3,0,64,1,1,34500
3,0,50,1,9,34500
3,0,58,1,2,34500
3,0,53,1,6,34500
2,0,46,1,3,34500
2,0,43,1,3,34500
2,0,45,1,5,34500
2,1,43,1,9,34500
2,1,45,1,7,34500
2,1,42,1,7,34500
3,1,65,1,1,34500
3,0,46,1,4,34500
2,1,44,1,3,34500
3,1,77,0,1,34500
2,1,44,1,7,34600
2,0,53,1,9,34650
2,0,46,1,4,34700
2,0,53,1,9,34800
2,1,53,1,12,34800
3,0,59,1,2,34800
2,0,52,1,6,34800
3,0,54,1,8,34810
2,0,54,1,6,34900
2,1,42,1,9,34940
2,0,44,1,7,34999
2,1,35,1,5,34999
2,0,43,1,8,34999
2,0,58,1,6,35000
2,0,43,1,8,35000
3,1,50,1,5,35000
3,0,67,1,2,35000
3,0,62,1,1,35000
2,1,48,1,9,35000
2,1,35,1,6,35000
3,1,72,1,1,35000
2,1,50,1,8,35000
2,1,42,1,7,35000
2,1,42,1,3,35000
3,1,64,1,1,35000
3,0,64,1,1,35000
3,0,55,1,8,35000
3,0,57,1,3,35000
3,1,55,1,12,35000
2,0,40,1,6,35000
2,0,1,1,8,35000
2,0,54,1,8,35000
1,1,35,1,4,35000
2,1,54,1,3,35000
2,0,54,1,5,35000
2,0,43,1,3,35000
2,0,41,1,5,35000
2,0,48,1,5,35000
2,0,43,1,5,35000
2,0,43,1,3,35000
3,0,62,1,1,35000
2,0,55,1,3,35000
2,0,50,1,9,35000
3,0,64,1,1,35000
3,0,61,1,1,35000
3,0,58,1,7,35000
3,0,60,1,1,35000
3,0,44,1,4,35000
3,0,63,1,1,35000
2,1,48,1,7,35000
2,1,43,1,7,35000
3,0,50,1,9,35000
1,1,30,1,9,35000
1,0,30,1,4,35000
2,0,35,1,4,35000
2,0,45,1,7,35000
1,1,30,1,8,35000
2,0,46,1,6,35000
1,1,32,1,3,35000
1,1,34,1,9,35000
1,1,34,1,7,35000
2,0,45,1,9,35000
2,1,58,1,8,35000
2,1,43,1,5,35000
2,1,50,1,8,35000
2,1,43,1,5,35000
2,0,43,1,8,35000
2,1,43,1,8,35000
2,0,43,1,9,35000
3,1,62,1,2,35000
2,1,68,1,2,35000
2,1,45,1,4,35000
2,1,43,1,6,35000
2,1,34,1,5,35000
2,1,40,1,5,35000
3,0,77,1,2,35000
3,0,78,0,2,35000
2,0,55,1,8,35000
2,0,51,1,5,35000
3,0,62,1,1,35000
3,0,58,1,8,35000
3,0,58,1,7,35000
3,0,58,1,7,35000
3,0,64,1,2,35000
2,1,30,1,8,35000
2,1,30,1,10,35000
2,1,34,1,8,35000
2,1,35,1,8,35000
2,1,34,1,9,35088
2,0,45,1,9,35088
2,0,43,1,5,35088
2,0,47,1,3,35200
2,1,64,1,1,35200
2,1,59,1,1,35200
2,1,59,1,2,35200
2,1,45,1,4,35200
2,1,34,1,9,35200
2,1,33,1,3,35200
2,0,45,1,7,35200
3,0,75,1,1,35200
3,1,58,1,4,35200
3,1,58,1,11,35400
1,1,35,1,11,35400
2,0,45,1,8,35500
1,0,37,1,6,35500
2,0,45,1,4,35500
2,0,33,1,4,35500
2,0,44,1,4,35500
2,0,42,1,3,35500
2,0,58,1,8,35500
2,0,30,1,8,35500
2,0,35,1,6,35500
2,0,53,1,6,35500
2,0,32,1,9,35500
2,0,34,1,8,35500
2,0,45,1,4,35500
2,0,45,1,6,35500
2,0,35,1,5,35500
2,0,49,1,7,35500
2,0,42,1,6,35500
2,0,42,1,7,35500
2,0,50,1,9,35500
2,1,40,1,4,35500
2,1,44,1,6,35500
2,1,52,1,3,35500
2,1,50,1,5,35500
2,0,43,1,8,35500
2,1,40,1,3,35500
2,1,40,1,5,35500
2,1,40,1,6,35500
2,1,46,1,8,35500
2,1,42,1,5,35500
2,1,50,1,8,35500
2,0,46,1,8,35700
3,1,76,1,1,35720
2,0,44,1,4,35800
3,0,59,1,6,35810
2,0,33,1,8,36000
2,0,45,1,3,36000
2,1,33,1,5,36000
2,0,58,1,6,36000
2,0,54,1,8,36000
1,1,41,1,4,36000
1,1,36,1,9,36000
1,1,33,1,6,36000
2,0,45,1,8,36000
2,0,58,1,8,36000
2,1,58,1,11,36000
1,1,38,1,5,36000
2,0,50,1,5,36000
2,0,50,1,8,36000
2,0,45,1,3,36000
3,0,76,1,1,36000
2,1,44,1,7,36000
1,1,29,1,5,36000
2,1,43,1,12,36000
2,1,45,1,5,36000
2,0,53,1,8,36000
1,0,38,1,7,36000
2,0,42,1,9,36000
1,1,33,1,5,36000
1,1,32,1,7,36000
2,0,38,1,6,36000
2,0,45,1,7,36000
2,0,45,1,8,36000
3,1,52,1,10,36000
2,0,40,1,6,36000
2,0,42,1,4,36000
2,0,44,1,7,36000
2,0,42,1,5,36000
3,0,54,1,9,36000
2,0,45,1,7,36000
2,0,48,1,9,36000
3,0,60,1,1,36000
2,0,43,1,8,36000
2,0,43,1,9,36000
2,0,53,1,4,36000
3,0,57,1,4,36000
2,0,41,1,4,36000
2,0,41,1,7,36000
2,0,41,1,7,36000
2,0,50,1,7,36000
3,0,43,1,7,36000
3,0,58,1,4,36000
3,0,60,1,2,36000
3,0,58,1,9,36000
2,0,47,1,3,36000
3,0,60,1,2,36000
2,1,48,1,11,36000
2,0,45,1,4,36000
2,0,42,1,5,36000
4,0,73,1,1,36000
2,0,40,1,7,36000
2,1,32,1,8,36000
2,0,43,1,8,36000
2,0,45,1,9,36000
2,0,43,1,7,36200
2,0,34,1,4,36200
2,0,36,1,9,36200
3,0,64,1,1,36200
2,0,45,1,6,36200
2,0,42,1,5,36200
2,0,53,1,8,36200
4,0,72,1,2,36200
3,0,54,1,5,36200
3,0,58,1,7,36200
4,0,81,0,2,36200
2,0,42,1,5,36200
2,0,42,1,5,36300
3,0,56,1,7,36400
3,1,59,1,12,36500
2,0,43,1,5,36500
3,1,59,1,12,36500
3,1,60,1,9,36500
2,0,37,1,8,36500
2,0,45,1,4,36500
3,0,73,1,1,36500
2,0,37,1,9,36500
3,1,62,1,1,36500
2,0,52,1,6,36500
2,0,35,1,8,36500
2,0,36,1,7,36500
2,0,40,1,6,36500
2,0,40,1,5,36500
2,0,36,1,8,36500
2,0,44,1,5,36500
3,0,65,1,1,36500
2,0,43,1,7,36500
2,0,47,1,7,36500
2,0,45,1,8,36500
3,0,63,1,1,36500
2,0,36,1,8,36500
3,0,53,1,9,36500
2,0,44,1,7,36500
2,0,44,1,3,36500
3,0,63,1,1,36500
3,0,47,1,4,36500
3,0,50,1,5,36500
3,0,50,1,8,36500
1,0,32,1,8,36500
2,0,44,1,8,36500
2,0,43,1,7,36500
2,0,42,1,4,36500
2,0,44,1,9,36500
2,0,44,1,7,36500
2,0,43,1,3,36500
2,0,44,1,6,36500
2,0,44,1,7,36500
2,0,45,1,8,36500
2,0,42,1,5,36500
3,0,49,1,6,36500
3,0,70,1,2,36500
3,0,56,1,4,36500
3,0,62,1,1,36500
3,0,61,1,1,36500
3,0,65,1,2,36500
2,0,38,1,9,36500
2,0,32,1,3,36500
2,0,40,1,4,36500
3,0,58,1,9,36500
2,0,50,1,7,36500
2,0,47,1,8,36500
2,0,45,1,3,36500
2,0,49,1,9,36500
2,0,40,1,7,36500
2,0,46,1,4,36500
2,0,46,1,3,36700
3,0,58,1,7,36700
2,0,38,1,4,36750
2,0,32,1,8,36800
2,0,38,1,5,36800
2,0,38,1,5,36800
3,0,49,1,4,36900
2,0,44,1,4,37000
2,0,44,1,7,37000
2,0,54,1,6,37000
3,0,68,1,2,37000
3,0,50,1,3,37000
3,0,45,1,7,37000
3,0,46,1,4,37000
2,0,45,1,6,37000
2,0,43,1,4,37000
2,0,45,1,7,37000
2,0,35,1,3,37000
2,0,46,1,7,37000
2,1,37,1,11,37000
2,1,39,1,8,37000
2,1,47,1,9,37000
2,0,45,1,4,37000
2,0,36,1,8,37000
